# track type=wiggle_0 name="Cons 30 Mammals" description="30 mammals Basewise Conservation by PhyloP (27 primates)"
#	output date: 2024-09-19 00:26:03 UTC
#	chrom specified: chr6
#	position specified: 101392708-101393707
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0461484)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
# variableStep chrom=chr6 span=1
101392708	-0.0833543
101392709	1.312
101392710	-0.129866
101392711	0.00966929
101392712	-0.408937
101392713	-0.129866
101392714	0.242228
101392715	-0.269402
101392716	0.986417
101392717	-0.594984
101392718	-0.641496
101392719	-0.269402
101392720	-1.19964
101392721	0.195717
101392722	1.17246
101392723	1.312
101392724	-0.0833543
101392725	-0.641496
101392726	-0.501961
101392727	-0.73452
101392728	-0.594984
101392729	0.102693
101392730	-2.50197
101392731	0.149205
101392732	0.102693
101392733	0.102693
101392734	1.17246
101392735	0.939906
101392736	1.03293
101392737	0.0561811
101392738	-0.129866
101392739	-0.22289
101392740	0.149205
101392741	-0.641496
101392742	0.149205
101392743	-0.269402
101392744	-3.15313
101392745	-0.362425
101392746	0.0561811
101392747	-0.73452
101392748	0.0561811
101392749	-0.315913
101392750	-0.781031
101392751	0.986417
101392752	0.28874
101392753	-0.0368425
101392754	0.102693
101392755	1.12595
101392756	0.102693
101392757	-1.24615
101392758	0.0561811
101392759	0.102693
101392760	0.00966929
101392761	0.102693
101392762	-0.594984
101392763	0.195717
101392764	0.195717
101392765	-0.129866
101392766	-0.0833543
101392767	0.28874
101392768	1.07944
101392769	0.242228
101392770	0.195717
101392771	0.195717
101392772	-0.176378
101392773	0.753858
101392774	0.986417
101392775	-0.176378
101392776	0.102693
101392777	-0.269402
101392778	-2.40894
101392779	-0.129866
101392780	-0.0833543
101392781	-0.22289
101392782	1.312
101392783	-0.176378
101392784	-0.362425
101392785	1.12595
101392786	-0.408937
101392787	-0.827543
101392788	0.0561811
101392789	0.102693
101392790	-0.548472
101392791	-2.82755
101392792	-0.362425
101392793	0.893394
101392794	0.00966929
101392795	0.0561811
101392796	-0.315913
101392797	-0.501961
101392798	-0.0368425
101392799	-0.0368425
101392800	-0.0368425
101392801	0.939906
101392802	0.242228
101392803	-0.315913
101392804	0.242228
101392805	-0.688008
101392806	-0.22289
101392807	-1.71127
101392808	-0.548472
101392809	0.242228
101392810	-0.641496
101392811	-0.781031
101392812	-1.47871
101392813	-0.269402
101392814	0.102693
101392815	1.12595
101392816	-0.408937
101392817	-0.269402
101392818	-0.315913
101392819	-0.22289
101392820	1.312
101392821	0.102693
101392822	-0.176378
101392823	0.102693
101392824	1.12595
101392825	0.986417
101392826	0.0561811
101392827	-0.176378
101392828	-0.362425
101392829	1.12595
101392830	-0.688008
101392831	-0.22289
101392832	-1.38569
101392833	-0.315913
101392834	0.28874
101392835	-0.501961
101392836	-0.781031
101392837	0.102693
101392838	0.102693
101392839	-0.594984
101392840	-1.29266
101392841	-0.129866
101392842	0.195717
101392843	0.242228
101392844	0.0561811
101392845	0.102693
101392846	1.12595
101392847	-0.129866
101392848	-1.66476
101392849	0.195717
101392850	-0.0833543
101392851	0.986417
101392852	0.102693
101392853	0.195717
101392854	-0.73452
101392855	0.28874
101392856	1.17246
101392857	1.07944
101392858	0.149205
101392859	1.03293
101392860	-0.920567
101392861	-0.269402
101392862	0.149205
101392863	-0.315913
101392864	1.07944
101392865	0.939906
101392866	-0.269402
101392867	-0.594984
101392868	-0.129866
101392869	0.939906
101392870	-0.362425
101392871	0.242228
101392872	1.07944
101392873	-0.129866
101392874	0.149205
101392875	0.939906
101392876	1.03293
101392877	0.939906
101392878	-0.22289
101392879	1.21898
101392880	0.242228
101392881	-0.269402
101392882	-0.827543
101392883	0.939906
101392884	0.102693
101392885	1.03293
101392886	0.939906
101392887	0.149205
101392888	0.149205
101392889	-0.315913
101392890	0.893394
101392891	0.00966929
101392892	0.00966929
101392893	-1.38569
101392894	-0.548472
101392895	-0.0368425
101392896	-0.0368425
101392897	0.0561811
101392898	0.0561811
101392899	0.80037
101392900	-0.641496
101392901	0.893394
101392902	0.893394
101392903	-0.501961
101392904	-0.408937
101392905	0.893394
101392906	-0.129866
101392907	-0.362425
101392908	-0.362425
101392909	0.00966929
101392910	0.893394
101392911	0.893394
101392912	0.195717
101392913	0.102693
101392914	0.242228
101392915	1.07944
101392916	0.149205
101392917	1.03293
101392918	-0.315913
101392919	0.149205
101392920	-0.688008
101392921	1.07944
101392922	-0.73452
101392923	-0.129866
101392924	0.939906
101392925	-0.874055
101392926	-0.22289
101392927	-0.176378
101392928	0.149205
101392929	-0.408937
101392930	-0.176378
101392931	-0.129866
101392932	0.707346
101392933	0.707346
101392934	0.660835
101392935	0.614323
101392936	0.567811
101392937	0.567811
101392938	-0.176378
101392939	-1.10661
101392940	-0.501961
101392941	-1.52522
101392942	0.0561811
101392943	-0.967079
101392944	-1.01359
101392945	-0.455449
101392946	1.12595
101392947	-0.641496
101392948	-0.548472
101392949	-0.688008
101392950	0.00966929
101392951	-1.75778
101392952	-1.0601
101392953	-0.455449
101392954	0.893394
101392955	0.986417
101392956	0.846882
101392957	0.00966929
101392958	-0.269402
101392959	-0.0368425
101392960	-0.22289
101392961	-0.315913
101392962	-0.22289
101392963	1.03293
101392964	-0.874055
101392965	0.242228
101392966	1.21898
101392967	1.07944
101392968	1.07944
101392969	0.00966929
101392970	-0.176378
101392971	0.939906
101392972	-0.315913
101392973	-2.82755
101392974	0.149205
101392975	1.21898
101392976	0.0561811
101392977	-1.24615
101392978	-0.408937
101392979	-0.501961
101392980	-0.781031
101392981	-0.594984
101392982	0.939906
101392983	-0.22289
101392984	0.149205
101392985	-0.129866
101392986	1.07944
101392987	0.242228
101392988	0.0561811
101392989	-1.10661
101392990	-1.80429
101392991	-0.362425
101392992	-0.315913
101392993	0.0561811
101392994	-0.874055
101392995	-1.52522
101392996	0.939906
101392997	-0.0368425
101392998	-1.15313
101392999	-0.688008
101393000	0.0561811
101393001	-1.47871
101393002	-0.315913
101393003	0.0561811
101393004	0.0561811
101393005	0.0561811
101393006	-1.01359
101393007	1.17246
101393008	-0.315913
101393009	-0.269402
101393010	-0.315913
101393011	1.03293
101393012	0.753858
101393013	-0.315913
101393014	0.893394
101393015	0.0561811
101393016	-0.129866
101393017	0.00966929
101393018	1.17246
101393019	1.17246
101393020	1.07944
101393021	1.03293
101393022	0.939906
101393023	-0.408937
101393024	-1.15313
101393025	0.939906
101393026	0.939906
101393027	0.939906
101393028	0.00966929
101393029	0.567811
101393030	0.753858
101393031	-0.73452
101393032	0.660835
101393033	-1.66476
101393034	-1.29266
101393035	0.753858
101393036	-0.688008
101393037	-0.0368425
101393038	-0.0368425
101393039	-0.501961
101393040	0.939906
101393041	-0.269402
101393042	0.939906
101393043	-1.47871
101393044	-0.548472
101393045	-0.874055
101393046	-0.874055
101393047	0.195717
101393048	-0.362425
101393049	-0.874055
101393050	-0.22289
101393051	0.149205
101393052	-0.781031
101393053	-0.315913
101393054	-0.22289
101393055	0.00966929
101393056	0.149205
101393057	-0.22289
101393058	1.07944
101393059	-0.362425
101393060	1.07944
101393061	-0.362425
101393062	0.00966929
101393063	0.242228
101393064	0.00966929
101393065	0.893394
101393066	0.893394
101393067	-0.548472
101393068	0.0561811
101393069	0.753858
101393070	-0.455449
101393071	0.00966929
101393072	-0.688008
101393073	0.80037
101393074	0.986417
101393075	-0.0368425
101393076	0.846882
101393077	0.753858
101393078	-0.0368425
101393079	-0.501961
101393080	-1.52522
101393081	-0.129866
101393082	-0.315913
101393083	-0.594984
101393084	0.707346
101393085	-0.781031
101393086	-0.129866
101393087	-0.176378
101393088	0.846882
101393089	0.753858
101393090	0.846882
101393091	0.00966929
101393092	0.0561811
101393093	-0.22289
101393094	0.00966929
101393095	0.00966929
101393096	0.753858
101393097	-0.594984
101393098	-2.08336
101393099	-0.408937
101393100	0.753858
101393101	-0.362425
101393102	0.753858
101393103	-0.269402
101393104	-0.129866
101393105	-0.176378
101393106	-0.269402
101393107	-0.874055
101393108	-0.362425
101393109	-0.176378
101393110	-0.781031
101393111	-0.0368425
101393112	-2.2229
101393113	-0.688008
101393114	0.102693
101393115	0.149205
101393116	0.00966929
101393117	-0.548472
101393118	-0.362425
101393119	0.939906
101393120	-1.15313
101393121	-0.22289
101393122	0.149205
101393123	-0.315913
101393124	1.07944
101393125	-1.33917
101393126	-0.269402
101393127	-1.61824
101393128	-0.967079
101393129	-1.19964
101393130	-0.362425
101393131	-0.176378
101393132	-0.455449
101393133	-3.4322
101393134	0.0561811
101393135	0.0561811
101393136	-0.641496
101393137	0.102693
101393138	-0.176378
101393139	0.102693
101393140	-0.176378
101393141	0.0561811
101393142	-0.455449
101393143	0.195717
101393144	-0.129866
101393145	0.195717
101393146	0.195717
101393147	-0.22289
101393148	-0.594984
101393149	-0.22289
101393150	-0.129866
101393151	0.242228
101393152	0.660835
101393153	1.03293
101393154	-0.129866
101393155	-0.548472
101393156	0.102693
101393157	-1.0601
101393158	-0.129866
101393159	0.0561811
101393160	1.26549
101393161	0.195717
101393162	0.0561811
101393163	-0.22289
101393164	0.986417
101393165	-0.129866
101393166	0.242228
101393167	-0.688008
101393168	1.26549
101393169	-0.22289
101393170	-0.315913
101393171	0.149205
101393172	-0.315913
101393173	0.102693
101393174	-0.455449
101393175	-1.66476
101393176	-0.781031
101393177	0.102693
101393178	-0.129866
101393179	0.986417
101393180	-0.129866
101393181	0.28874
101393182	1.312
101393183	0.102693
101393184	0.986417
101393185	0.149205
101393186	0.0561811
101393187	0.195717
101393188	1.07944
101393189	1.07944
101393190	0.149205
101393191	0.195717
101393192	1.21898
101393193	0.195717
101393194	0.149205
101393195	0.149205
101393196	-0.408937
101393197	0.0561811
101393198	-1.0601
101393199	1.17246
101393200	1.12595
101393201	1.312
101393202	1.17591
101393203	0.18922
101393204	1.10786
101393205	0.223244
101393206	-0.491252
101393207	-0.0829685
101393208	1.00579
101393209	0.18922
101393210	1.312
101393211	1.312
101393212	-0.116992
101393213	1.312
101393214	1.17591
101393215	0.223244
101393216	-0.185039
101393217	-2.05634
101393218	1.00579
101393219	1.20993
101393220	0.93774
101393221	1.03981
101393222	1.03981
101393223	0.121173
101393224	-0.219063
101393225	0.155197
101393226	1.20993
101393227	1.07383
101393228	1.312
101393229	0.121173
101393230	-0.763441
101393231	0.257268
101393232	1.00579
101393233	1.00579
101393234	0.291291
101393235	1.17591
101393236	1.00579
101393237	-0.151016
101393238	1.17591
101393239	1.00579
101393240	0.155197
101393241	0.121173
101393242	-0.28711
101393243	1.00579
101393244	1.00579
101393245	0.257268
101393246	-0.0489449
101393247	-0.116992
101393248	-0.219063
101393249	0.0871496
101393250	1.00579
101393251	1.10786
101393252	0.18922
101393253	-0.151016
101393254	-0.253087
101393255	1.312
101393256	0.223244
101393257	-1.10368
101393258	-0.116992
101393259	-0.729417
101393260	1.312
101393261	1.17591
101393262	1.312
101393263	1.312
101393264	1.17591
101393265	-0.219063
101393266	0.18922
101393267	-0.151016
101393268	0.0871496
101393269	0.18922
101393270	1.10786
101393271	1.10786
101393272	-0.593323
101393273	-0.729417
101393274	-0.151016
101393275	-0.116992
101393276	-1.8522
101393277	0.223244
101393278	0.18922
101393279	1.10786
101393280	0.18922
101393281	0.155197
101393282	-0.253087
101393283	-0.151016
101393284	0.155197
101393285	0.291291
101393286	0.223244
101393287	0.223244
101393288	-0.116992
101393289	-0.66137
101393290	-0.593323
101393291	-0.423205
101393292	-0.253087
101393293	0.291291
101393294	-0.0829685
101393295	1.312
101393296	1.312
101393297	1.17591
101393298	-0.253087
101393299	-0.321134
101393300	-0.0829685
101393301	-0.865512
101393302	0.93774
101393303	1.20993
101393304	0.121173
101393305	-0.253087
101393306	-0.253087
101393307	-0.491252
101393308	0.18922
101393309	0.291291
101393310	0.291291
101393311	-0.899535
101393312	-0.253087
101393313	0.291291
101393314	-0.0829685
101393315	1.312
101393316	-0.321134
101393317	0.223244
101393318	-0.593323
101393319	-0.66137
101393320	-0.831488
101393321	0.155197
101393322	-1.00161
101393323	-0.116992
101393324	1.17591
101393325	0.053126
101393326	0.0191024
101393327	0.18922
101393328	0.121173
101393329	0.0871496
101393330	1.10786
101393331	0.18922
101393332	-0.0489449
101393333	0.155197
101393334	-0.151016
101393335	-0.253087
101393336	0.155197
101393337	0.18922
101393338	0.223244
101393339	-0.219063
101393340	-0.185039
101393341	1.07383
101393342	0.121173
101393343	-0.457228
101393344	-0.525276
101393345	1.00579
101393346	-0.695394
101393347	0.223244
101393348	0.0871496
101393349	-0.219063
101393350	0.121173
101393351	0.257268
101393352	0.0191024
101393353	0.223244
101393354	0.223244
101393355	0.121173
101393356	0.0191024
101393357	0.257268
101393358	1.17591
101393359	0.223244
101393360	1.00579
101393361	-0.491252
101393362	0.257268
